  ;US_ID;Description;Acceptance Criterias;Priority;Point;Assign;Test Type;;;;;;;;;;;;;;;;;;
;US_039;Bir yönetici olarak API baglantisi üzerinden belirtilen id numarasýna sahip blog'un bilgilerini güncelleyebilmek istiyorum.;"/api/updateBlog/{id} endpoint'ine gecerli authorization bilgileri ile dogru (id) ve dogru datalar (title, category_id, description, content) iceren bir PATCH body gönderildiginde dönen status code'in 200, response body'deki remark bilgisinin ""success"" ve Message bilgisinin de ""Successfully Updated."" oldugu dogrulanmali.";High;;;Backend (API);;;;;;;;;;;;;;;;;;
;;;"/api/updateBlog/{id} endpoint'ine gecerli authorization bilgileri ile dogru (id) ve data icermeyen bir PATCH request gönderildiginde dönen status code'in 203, response body'deki remark bilgisinin ""failed"" ve message bilgisinin de ""There is no information to update."" oldugu dogrulanmali.";;;;;;;;;;;;;;;;;;;;;;
;;;"/api/updateBlog/{id} endpoint'ine gecerli authorization bilgileri ile kaydý olmayan bir (id) ve dogru datalar (title, category_id, description, content) iceren bir PATCH body gönderildiginde dönen status code'in 203, response body'deki remark bilgisinin ""failed"" ve message bilgisinin de ""There is not blog for this id."" oldugu, (id) icermeyen ve dogru datalar (title, category_id, description, content) iceren bir PATCH body gönderildiginde de dönen status code'in 203, response body'deki remark bilgisinin ""failed"" ve message bilgisinin de ""No id"" oldugu dogrulanmali.";;;;;;;;;;;;;;;;;;;;;;
;;;"/api/updateBlog/{id} endpoint'ine gecersiz (invalid token) authorization bilgileri ile dogru (id) ve dogru datalar (title, category_id, description, content) iceren bir PATCH body gönderildiginde dönen status code'in 401 oldugu ve response body'deki message bilgisinin ""Unauthenticated."" oldugu dogrulanmali";;;;;;;;;;;;;;;;;;;;;;
;;;/api/updateBlog/{id} endpoint'inden donen response body icindeki Updated Blog Id bilgisinin /api/updateBlog/{id} endpoint'inde yazan id path parametresi ile ayni oldugu dogrulanmali.;;;;;;;;;;;;;;;;;;;;;;
;;;"API uzerinden güncellenmek istenen blog kaydinin güncellendigi, API uzerinden dogrulanmali.
(Response body'de dönen Updated Blog Id ile /api/blog/{id} endpoint'ine GET request gönderilerek kaydýn güncellendiði doðrulanabilir.)";;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;US_040;Bir yönetici olarak API baglantisi üzerinden belirtilen id numarasýna sahip blog bilgilerini silebilmek istiyorum.;"/api/deleteBlog/{id} endpoint'ine gecerli authorization bilgileri ve dogru (id) iceren bir DELETE request gönderildiginde dönen status code'in 200, response body'deki remark bilgisinin ""success"" ve Message bilgisinin de ""Successfully Deleted."" oldugu dogrulanmali.";High;;;Backend (API);;;;;;;;;;;;;;;;;;
;;;"/api/deleteBlog/{id} endpoint'ine gecerli authorization bilgileri ve kaydý olmayan bir (id) iceren bir DELETE request gönderildiginde dönen status code'in 203, response body'deki remark bilgisinin ""failed"" ve message bilgisinin de ""There is not blog for this id."" oldugu, (id) icermeyen bir DELETE request gönderildiginde de dönen status code'in 203, response body'deki remark bilgisinin ""failed"" ve message bilgisinin de ""No id"" oldugu dogrulanmali.";;;;;;;;;;;;;;;;;;;;;;
;;;"/api/deleteBlog/{id} endpoint'ine gecersiz (invalid token) authorization bilgileri ile dogru (id) iceren bir DELETE request gönderildiginde dönen status code'in 401 oldugu ve response body'deki message bilgisinin ""Unauthenticated."" oldugu dogrulanmali";;;;;;;;;;;;;;;;;;;;;;
;;;/api/deleteBlog/{id} endpoint'inden donen response body icindeki Deleted Blog Id bilgisinin /api/deleteBlog/{id} endpoint'inde yazan id path parametresi ile ayni oldugu dogrulanmali.;;;;;;;;;;;;;;;;;;;;;;
;;;"API uzerinden silinmek istenen blog kaydinin silindigi, API uzerinden dogrulanmali.
(Response body'de dönen Deleted Blog Id ile /api/blog/{id} endpoint'ine GET request gönderilerek kaydýn silindiði doðrulanabilir.)";;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
"
Blogs Categories";US_041;Bir yönetici olarak API baðlantýsý üzerinden blog categories'e eriþebilmek istiyorum.;"/api/blogCategories endpoint'ine gecerli authorization bilgileri ile bir GET request gönderildiginde dönen status code'in 200 ve response body'deki remark bilgisinin ""success"" oldugu dogrulanmali.";Medium;;;Backend (API);;;;;;;;;;;;;;;;;;
;;;id(x) olaninin response body'de donen bilgileri (title, slug, blog_count) doðrulanmalý.;;;;;;;;;;;;;;;;;;;;;;
;;;"/api/blogCategories endpoint'ine gecersiz (invalid token) authorization bilgileri ile bir GET request gönderildiginde dönen status code'in 401 ve response body'deki message bilgisinin ""Unauthenticated."" oldugu dogrulanmali.";;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;US_042;Bir yönetici olarak API baglantisi üzerinden belirtilen id numarasýna sahip blog category'nin detaylý bilgilerine erisebilmeliyim.;"/api/blogCategory/{id} endpoint'ine gecerli authorization bilgileri ve dogru data (id) iceren bir GET request gönderildiginde dönen status code'in 200 ve response body'deki remark bilgisinin ""success"" oldugu dogrulanmali.";Low;;;Backend (API);;;;;;;;;;;;;;;;;;
;;;Response body icindeki list datalarýnýn (id, title, slug) içerikleri doðrulanmali.;;;;;;;;;;;;;;;;;;;;;;
;;;"/api/blogCategory/{id} endpoint'ine gecerli authorization bilgileri ve kaydý olmayan bir (id) iceren bir GET request gönderildiginde dönen status code'in 203, response body'deki remark bilgisinin ""failed"" ve message bilgisinin de ""There is not category for this id."" oldugu, (id) icermeyen bir GET request gönderildiginde de dönen status code'un 203, response body'deki remark bilgisinin ""failed"" ve message bilgisinin de ""No id"" oldugu dogrulanmali.";;;;;;;;;;;;;;;;;;;;;;
;;;"/api/blogCategory/{id} endpoint'ine gecersiz (invalid token) authorization bilgileri ve dogru data (id) iceren bir GET request gönderildiginde dönen status code'in 401 ve response body'deki message bilgisinin ""Unauthenticated."" oldugu dogrulanmali.";;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;US_043;Bir yönetici olarak API baðlantýsý üzerinden yeni bir blog category kaydý olusturabilmek istiyorum.;"/api/addBlogCategory endpoint'ine gecerli authorization bilgileri ve dogru data (title) iceren bir POST body gönderildiginde dönen status code'in 200, response body'deki remark bilgisinin ""success"" ve Message bilgisinin de ""Successfully Added."" oldugu dogrulanmali.";High;;;Backend (API);;;;;;;;;;;;;;;;;;
;;;"/api/addBlogCategory endpoint'ine gecerli authorization bilgileri ve data icermeyen bir POST request gönderildiginde dönen status code'in 422 oldugu ve response body'deki message bilgisinin ""The title field is required."" oldugu, daha önce kullanýlmýþ title (title) iceren bir POST body gönderildiginde de dönen status code'in 422, olduðu ve message bilgisinin de ""The title has already been taken."" oldugu dogrulanmali.";;;;;;;;;;;;;;;;;;;;;;
;;;"/api/addBlogCategory endpoint'ine gecersiz (invalid token) authorization bilgileri ile dogru data (title) iceren bir POST body gönderildiginde dönen status code'in 401 oldugu ve response body'deki message bilgisinin ""Unauthenticated."" oldugu dogrulanmali";;;;;;;;;;;;;;;;;;;;;;
;;;"API uzerinden olusturulmak istenen yeni blog category kaydinin olustugu API uzerinden dogrulanmali. 
(Response bodyde dönen Added Blog Category ID ile /api/blogCategory/{id} endpoint'ine GET request gönderilerek kayýt oluþturulduðu doðrulanabilir.)";;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;US_044;Bir yönetici olarak API baglantisi üzerinden belirtilen id numarasýna sahip blog category'in bilgilerini güncelleyebilmek istiyorum.;"/api/updateBlogCategory/{id} endpoint'ine gecerli authorization bilgileri ile dogru (id) ve dogru data (title) iceren bir PATCH body gönderildiginde dönen status code'in 200, response body'deki remark bilgisinin ""success"" ve Message bilgisinin de ""Successfully Updated."" oldugu dogrulanmali.";High;;;Backend (API);;;;;;;;;;;;;;;;;;
;;;"/api/updateBlogCategory/{id} endpoint'ine gecerli authorization bilgileri ile dogru (id) ve data icermeyen bir PATCH request gönderildiginde dönen status code'in 203, response body'deki remark bilgisinin ""failed"" ve message bilgisinin de ""There is no information to update."" oldugu dogrulanmali.";;;;;;;;;;;;;;;;;;;;;;
;;;"/api/updateBlogCategory/{id} endpoint'ine gecerli authorization bilgileri ile kaydý olmayan bir (id) ve dogru data (title) iceren bir PATCH body gönderildiginde dönen status code'in 203, response body'deki remark bilgisinin ""failed"" ve message bilgisinin de ""There is not category for this id."" oldugu, (id) icermeyen ve dogru data (title) iceren bir PATCH body gönderildiginde de dönen status code'in 203, response body'deki remark bilgisinin ""failed"" ve message bilgisinin de ""No id"" oldugu dogrulanmali.";;;;;;;;;;;;;;;;;;;;;;
;;;"/api/updateBlogCategory/{id} endpoint'ine gecersiz (invalid token) authorization bilgileri ile dogru (id) ve dogru data (title) iceren bir PATCH body gönderildiginde dönen status code'in 401 oldugu ve response body'deki message bilgisinin ""Unauthenticated."" oldugu dogrulanmali";;;;;;;;;;;;;;;;;;;;;;
;;;/api/updateBlogCategory/{id} endpoint'inden donen response body icindeki Updated Blog Category ID bilgisinin /api/updateBlogCategory/{id} endpoint'inde yazan id path parametresi ile ayni oldugu dogrulanmali.;;;;;;;;;;;;;;;;;;;;;;
;;;"API uzerinden güncellenmek istenen blog category kaydinin güncellendigi, API uzerinden dogrulanmali.
(Response body'de dönen Updated Blog Category ID ile /api/blogCategory/{id} endpoint'ine GET request gönderilerek kaydýn güncellendiði doðrulanabilir.)";;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;US_045;Bir yönetici olarak API baglantisi üzerinden belirtilen id numarasýna sahip blog category bilgilerini silebilmek istiyorum.;"/api/deleteBlogCategory/{id} endpoint'ine gecerli authorization bilgileri ve dogru (id) iceren bir DELETE request gönderildiginde dönen status code'in 200, response body'deki remark bilgisinin ""success"" ve Message bilgisinin de ""Successfully Deleted."" oldugu dogrulanmali.";High;;;Backend (API);;;;;;;;;;;;;;;;;;
;;;"/api/deleteBlogCategory/{id} endpoint'ine gecerli authorization bilgileri ve kaydý olmayan bir (id) iceren bir DELETE request gönderildiginde dönen status code'in 203, response body'deki remark bilgisinin ""failed"" ve message bilgisinin de ""There is not category for this id."" oldugu, (id) icermeyen bir DELETE request gönderildiginde de dönen status code'in 203, response body'deki remark bilgisinin ""failed"" ve message bilgisinin de ""No id"" oldugu dogrulanmali.";;;;;;;;;;;;;;;;;;;;;;
;;;"/api/deleteBlogCategory/{id} endpoint'ine gecersiz (invalid token) authorization bilgileri ile dogru (id) iceren bir DELETE request gönderildiginde dönen status code'in 401 oldugu ve response body'deki message bilgisinin ""Unauthenticated."" oldugu dogrulanmali";;;;;;;;;;;;;;;;;;;;;;
;;;/api/deleteBlogCategory/{id} endpoint'inden donen response body icindeki Deleted Blog Category Id bilgisinin /api/deleteBlogCategory/{id} endpoint'inde yazan id path parametresi ile ayni oldugu dogrulanmali.;;;;;;;;;;;;;;;;;;;;;;
;;;"API uzerinden silinmek istenen blog category kaydinin silindigi, API uzerinden dogrulanmali.
(Response body'de dönen Deleted Blog Category Id ile /api/blogCategory/{id} endpoint'ine GET request gönderilerek kaydýn silindiði doðrulanabilir.)";;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
Coupons;US_046;Bir yönetici olarak API baðlantýsý üzerinden coupons'a eriþebilmek istiyorum.;"/api/coupons endpoint'ine gecerli authorization bilgileri ile bir GET request gönderildiginde dönen status code'in 200 ve response body'deki remark bilgisinin ""success"" oldugu dogrulanmali.";Medium;;;Backend (API);;;;;;;;;;;;;;;;;;
;;;id(x) olaninin response body'de donen bilgileri (creator_id, title, discount_type, source, code, percent, amount, max_amount, minimum_order, count, user_type, product_type, for_first_purchase, status, expired_at, created_at) doðrulanmalý.;;;;;;;;;;;;;;;;;;;;;;
;;;"/api/coupons endpoint'ine gecersiz (invalid token) authorization bilgileri ile bir GET request gönderildiginde dönen status code'in 401 ve response body'deki message bilgisinin ""Unauthenticated."" oldugu dogrulanmali.";;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;US_047;Bir yönetici olarak API baglantisi üzerinden belirtilen id numarasýna sahip coupon'un detaylý bilgilerine erisebilmeliyim.;"/api/coupon/{id} endpoint'ine gecerli authorization bilgileri ve dogru data (id) iceren bir GET request gönderildiginde dönen status code'in 200 ve response body'deki remark bilgisinin ""success"" oldugu dogrulanmali.";Low;;;Backend (API);;;;;;;;;;;;;;;;;;
;;;Response body icindeki list datalarýnýn (id, creator_id, title, discount_type, source, code, percent, amount, max_amount, minimum_order, count, user_type, product_type, for_first_purchase, status, expired_at, created_at) içerikleri doðrulanmali.;;;;;;;;;;;;;;;;;;;;;;
;;;"/api/coupon/{id} endpoint'ine gecerli authorization bilgileri ve kaydý olmayan bir (id) iceren bir GET request gönderildiginde dönen status code'in 203, response body'deki remark bilgisinin ""failed"" ve message bilgisinin de ""There is not coupon for this id."" oldugu, (id) icermeyen bir GET request gönderildiginde de dönen status code'un 203, response body'deki remark bilgisinin ""failed"" ve message bilgisinin de ""No id"" oldugu dogrulanmali.";;;;;;;;;;;;;;;;;;;;;;
;;;"/api/coupon/{id} endpoint'ine gecersiz (invalid token) authorization bilgileri ve dogru data (id) iceren bir GET request gönderildiginde dönen status code'in 401 ve response body'deki message bilgisinin ""Unauthenticated."" oldugu dogrulanmali.";;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;US_048;Bir yönetici olarak API baðlantýsý üzerinden yeni bir coupon kaydý olusturabilmek istiyorum.;"/api/addCoupon endpoint'ine gecerli authorization bilgileri ve dogru datalar (title, discount_type, source, code, percent, amount, max_amount, minimum_order, count, product_type, for_first_purchase, expired_at) iceren bir POST body gönderildiginde dönen status code'in 200, response body'deki remark bilgisinin ""success"" ve Message bilgisinin de ""Successfully Added."" oldugu dogrulanmali.";High;;;Backend (API);;;;;;;;;;;;;;;;;;
;;;"/api/addCoupon endpoint'ine gecerli authorization bilgileri ve ayný kod (code) iceren bir POST body (title, discount_type, source, code, percent, amount, max_amount, minimum_order, count, product_type, for_first_purchase, expired_at) gönderildiginde dönen status code'in 422 oldugu ve response body'deki message bilgisinin ""The code has already been taken."" oldugu, data icermeyen bir POST request gönderildiginde dönen status code'in 422 oldugu ve response body'deki message bilgisinin ""The title field is required. (and 4 more errors)"" oldugu dogrulanmali";;;;;;;;;;;;;;;;;;;;;;
;;;"/api/addCoupon endpoint'ine gecersiz (invalid token) authorization bilgileri ile dogru datalar (title, discount_type, source, code, percent, amount, max_amount, minimum_order, count, product_type, for_first_purchase, expired_at) iceren bir POST body gönderildiginde dönen status code'in 401 oldugu ve response body'deki message bilgisinin ""Unauthenticated."" oldugu dogrulanmali";;;;;;;;;;;;;;;;;;;;;;
;;;"API uzerinden olusturulmak istenen yeni coupon kaydinin olustugu API uzerinden dogrulanmali. 
(Response bodyde dönen Added Coupon IDile /api/coupon/{id} endpoint'ine GET request gönderilerek kayýt oluþturulduðu doðrulanabilir.)";;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;US_049;Bir yönetici olarak API baglantisi üzerinden belirtilen id numarasýna sahip coupon'un bilgilerini güncelleyebilmek istiyorum.;"/api/updateCoupon/{id} endpoint'ine gecerli authorization bilgileri ile dogru (id) ve dogru datalar (title, discount_type, source, percent, amount, max_amount, minimum_order, count, product_type, for_first_purchase) iceren bir PATCH body gönderildiginde dönen status code'in 200, response body'deki remark bilgisinin ""success"" ve Message bilgisinin de ""Successfully Updated."" oldugu dogrulanmali.";High;;;Backend (API);;;;;;;;;;;;;;;;;;
;;;"/api/updateCoupon/{id} endpoint'ine gecerli authorization bilgileri ile dogru (id) ve data icermeyen bir PATCH request gönderildiginde dönen status code'in 203, response body'deki remark bilgisinin ""failed"" ve message bilgisinin de ""There is no information to update."" oldugu dogrulanmali.";;;;;;;;;;;;;;;;;;;;;;
;;;"/api/updateCoupon/{id} endpoint'ine gecerli authorization bilgileri ile kaydý olmayan bir (id) ve dogru datalar (title, discount_type, source, percent, amount, max_amount, minimum_order, count, product_type, for_first_purchase) iceren bir PATCH body gönderildiginde dönen status code'in 203, response body'deki remark bilgisinin ""failed"" ve message bilgisinin de ""There is not coupon for this id."" oldugu, (id) icermeyen ve dogru datalar (title, discount_type, source, percent, amount, max_amount, minimum_order, count, product_type, for_first_purchase) iceren bir PATCH body gönderildiginde de dönen status code'in 203, response body'deki remark bilgisinin ""failed"" ve message bilgisinin de ""No id"" oldugu dogrulanmali.";;;;;;;;;;;;;;;;;;;;;;
;;;"/api/updateCoupon/{id} endpoint'ine gecersiz (invalid token) authorization bilgileri ile dogru (id) ve dogru datalar (title, discount_type, source, percent, amount, max_amount, minimum_order, count, product_type, for_first_purchase) iceren bir PATCH body gönderildiginde dönen status code'in 401 oldugu ve response body'deki message bilgisinin ""Unauthenticated."" oldugu dogrulanmali";;;;;;;;;;;;;;;;;;;;;;
;;;/api/updateCoupon/{id} endpoint'inden donen response body icindeki Updated Coupon ID bilgisinin /api/updateCoupon/{id} endpoint'inde yazan id path parametresi ile ayni oldugu dogrulanmali.;;;;;;;;;;;;;;;;;;;;;;
;;;"API uzerinden güncellenmek istenen coupon kaydinin güncellendigi, API uzerinden dogrulanmali.
(Response body'de dönen Updated Coupon ID ile /api/coupon/{id} endpoint'ine GET request gönderilerek kaydýn güncellendiði doðrulanabilir.)";;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;US_050;Bir yönetici olarak API baglantisi üzerinden belirtilen id numarasýna sahip coupon bilgilerini silebilmek istiyorum.;"/api/deleteCoupon/{id} endpoint'ine gecerli authorization bilgileri ve dogru (id) iceren bir DELETE request gönderildiginde dönen status code'in 200, response body'deki remark bilgisinin ""success"" ve Message bilgisinin de ""Successfully Deleted."" oldugu dogrulanmali.";High;;;Backend (API);;;;;;;;;;;;;;;;;;
;;;"/api/deleteCoupon/{id} endpoint'ine gecerli authorization bilgileri ve kaydý olmayan bir (id) iceren bir DELETE request gönderildiginde dönen status code'in 203, response body'deki remark bilgisinin ""failed"" ve message bilgisinin de ""There is not coupon for this id."" oldugu, (id) icermeyen bir DELETE request gönderildiginde de dönen status code'in 203, response body'deki remark bilgisinin ""failed"" ve message bilgisinin de ""No id"" oldugu dogrulanmali.";;;;;;;;;;;;;;;;;;;;;;
;;;"/api/deleteCoupon/{id} endpoint'ine gecersiz (invalid token) authorization bilgileri ile dogru (id) iceren bir DELETE request gönderildiginde dönen status code'in 401 oldugu ve response body'deki message bilgisinin ""Unauthenticated."" oldugu dogrulanmali";;;;;;;;;;;;;;;;;;;;;;
;;;/api/deleteCoupon/{id} endpoint'inden donen response body icindeki Deleted Coupon ID bilgisinin /api/deleteCoupon/{id} endpoint'inde yazan id path parametresi ile ayni oldugu dogrulanmali.;;;;;;;;;;;;;;;;;;;;;;
;;;"API uzerinden silinmek istenen coupon kaydinin silindigi, API uzerinden dogrulanmali.
(Response body'de dönen Deleted Coupon ID ile /api/coupon/{id} endpoint'ine GET request gönderilerek kaydýn silindiði doðrulanabilir.)";;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
Supports;US_051;Bir yönetici olarak API baðlantýsý üzerinden supports'a eriþebilmek istiyorum.;"/api/supports endpoint'ine gecerli authorization bilgileri ile bir GET request gönderildiginde dönen status code'in 200 ve response body'deki remark bilgisinin ""success"" oldugu dogrulanmali.";Medium;;;Backend (API);;;;;;;;;;;;;;;;;;
;;;id(x) olaninin response body'de donen bilgileri (user_id, webinar_id, department_id, title, status, created_at, updated_at, status_order, id, full_name, role_name) doðrulanmalý.;;;;;;;;;;;;;;;;;;;;;;
;;;"/api/supports endpoint'ine gecersiz (invalid token) authorization bilgileri ile bir GET request gönderildiginde dönen status code'in 401 ve response body'deki message bilgisinin ""Unauthenticated."" oldugu dogrulanmali.";;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;US_052;Bir yönetici olarak API baglantisi üzerinden belirtilen id numarasýna sahip support'un detaylý bilgilerine erisebilmeliyim.;"/api/support/{id} endpoint'ine gecerli authorization bilgileri ve dogru data (id) iceren bir GET request gönderildiginde dönen status code'in 200 ve response body'deki remark bilgisinin ""success"" oldugu dogrulanmali.";Low;;;Backend (API);;;;;;;;;;;;;;;;;;
;;;Response body icindeki list datalarýnýn (id, user_id, webinar_id, department_id, title, status, created_at, updated_at, status_order, id, full_name, role_name) içerikleri doðrulanmali.;;;;;;;;;;;;;;;;;;;;;;
;;;"/api/support/{id} endpoint'ine gecerli authorization bilgileri ve kaydý olmayan bir (id) iceren bir GET request gönderildiginde dönen status code'in 203, response body'deki remark bilgisinin ""failed"" ve message bilgisinin de ""There is not support message for this id"" oldugu, (id) icermeyen bir GET request gönderildiginde de dönen status code'un 203, response body'deki remark bilgisinin ""failed"" ve message bilgisinin de ""No id"" oldugu dogrulanmali.";;;;;;;;;;;;;;;;;;;;;;
;;;"/api/support/{id} endpoint'ine gecersiz (invalid token) authorization bilgileri ve dogru data (id) iceren bir GET request gönderildiginde dönen status code'in 401 ve response body'deki message bilgisinin ""Unauthenticated."" oldugu dogrulanmali.";;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;US_053;Bir yönetici olarak API baðlantýsý üzerinden yeni bir support kaydý olusturabilmek istiyorum.;"/api/addSupport endpoint'ine gecerli authorization bilgileri ve dogru datalar (title, department_id, message) iceren bir POST body gönderildiginde dönen status code'in 200, response body'deki remark bilgisinin ""success"" ve Message bilgisinin de ""Successfully Added."" oldugu dogrulanmali.";High;;;Backend (API);;;;;;;;;;;;;;;;;;
;;;"/api/addSupport endpoint'ine gecerli authorization bilgileri ve data icermeyen bir POST request gönderildiginde dönen status code'in 422 oldugu ve response body'deki message bilgisinin ""The title field is required. (and 2 more errors)"" oldugu dogrulanmali";;;;;;;;;;;;;;;;;;;;;;
;;;"/api/addSupport endpoint'ine gecersiz (invalid token) authorization bilgileri ile dogru datalar (title, department_id, message) iceren bir POST body gönderildiginde dönen status code'in 401 oldugu ve response body'deki message bilgisinin ""Unauthenticated."" oldugu dogrulanmali";;;;;;;;;;;;;;;;;;;;;;
;;;"API uzerinden olusturulmak istenen yeni support kaydinin olustugu API uzerinden dogrulanmali. 
(Response bodyde dönen Added Support ID ile /api/support/{id} endpoint'ine GET request gönderilerek kayýt oluþturulduðu doðrulanabilir.)";;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;US_054;Bir yönetici olarak API baglantisi üzerinden belirtilen id numarasýna sahip support'un bilgilerini güncelleyebilmek istiyorum.;"/api/updateSupport/{id} endpoint'ine gecerli authorization bilgileri ile dogru (id) ve dogru datalar (title, department_id, message) iceren bir PATCH body gönderildiginde dönen status code'in 200, response body'deki remark bilgisinin ""success"" ve Message bilgisinin de ""Updated Succesfully"" oldugu dogrulanmali.";High;;;Backend (API);;;;;;;;;;;;;;;;;;
;;;"/api/updateSupport/{id} endpoint'ine gecerli authorization bilgileri ile dogru (id) ve data icermeyen bir PATCH request gönderildiginde dönen status code'in 203, response body'deki remark bilgisinin ""failed"" ve message bilgisinin de ""There is no information to update"" oldugu dogrulanmali.";;;;;;;;;;;;;;;;;;;;;;
;;;"/api/updateSupport/{id} endpoint'ine gecerli authorization bilgileri ile kaydý olmayan bir (id) ve dogru datalar (title, department_id, message) iceren bir PATCH body gönderildiginde dönen status code'in 203, response body'deki remark bilgisinin ""failed"" ve message bilgisinin de ""There is not support message for this id."" oldugu, (id) icermeyen ve dogru datalar (title, department_id, message) iceren bir PATCH body gönderildiginde de dönen status code'in 203, response body'deki remark bilgisinin ""failed"" ve message bilgisinin de ""No id"" oldugu dogrulanmali.";;;;;;;;;;;;;;;;;;;;;;
;;;"/api/updateSupport/{id} endpoint'ine gecersiz (invalid token) authorization bilgileri ile dogru (id) ve dogru datalar (title, department_id, message) iceren bir PATCH body gönderildiginde dönen status code'in 401 oldugu ve response body'deki message bilgisinin ""Unauthenticated."" oldugu dogrulanmali";;;;;;;;;;;;;;;;;;;;;;
;;;/api/updateSupport/{id} endpoint'inden donen response body icindeki Updated Support ID bilgisinin /api/updateSupport/{id} endpoint'inde yazan id path parametresi ile ayni oldugu dogrulanmali.;;;;;;;;;;;;;;;;;;;;;;
;;;"API uzerinden güncellenmek istenen support kaydinin güncellendigi, API uzerinden dogrulanmali.
(Response body'de dönen Updated Support ID ile /api/support/{id} endpoint'ine GET request gönderilerek kaydýn güncellendiði doðrulanabilir.)";;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;US_055;Bir yönetici olarak API baglantisi üzerinden belirtilen id numarasýna sahip support bilgilerini silebilmek istiyorum.;"/api/deleteSupport/{id} endpoint'ine gecerli authorization bilgileri ve dogru (id) iceren bir DELETE request gönderildiginde dönen status code'in 200, response body'deki remark bilgisinin ""success"" ve Message bilgisinin de ""Successfully Deleted."" oldugu dogrulanmali.";High;;;Backend (API);;;;;;;;;;;;;;;;;;
;;;"/api/deleteSupport/{id} endpoint'ine gecerli authorization bilgileri ve kaydý olmayan bir (id) iceren bir DELETE request gönderildiginde dönen status code'in 203, response body'deki remark bilgisinin ""failed"" ve message bilgisinin de ""There is not support message for this id."" oldugu, (id) icermeyen bir DELETE request gönderildiginde de dönen status code'in 203, response body'deki remark bilgisinin ""failed"" ve message bilgisinin de ""No id"" oldugu dogrulanmali.";;;;;;;;;;;;;;;;;;;;;;
;;;"/api/deleteSupport/{id} endpoint'ine gecersiz (invalid token) authorization bilgileri ile dogru (id) iceren bir DELETE request gönderildiginde dönen status code'in 401 oldugu ve response body'deki message bilgisinin ""Unauthenticated."" oldugu dogrulanmali";;;;;;;;;;;;;;;;;;;;;;
;;;/api/deleteSupport/{id} endpoint'inden donen response body icindeki Deleted Support Id bilgisinin /api/deleteSupport/{id} endpoint'inde yazan id path parametresi ile ayni oldugu dogrulanmali.;;;;;;;;;;;;;;;;;;;;;;
;;;"API uzerinden silinmek istenen support kaydinin silindigi, API uzerinden dogrulanmali.
(Response body'de dönen Deleted Support Id ile /api/support/{id} endpoint'ine GET request gönderilerek kaydýn silindiði doðrulanabilir.)";;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
Supports Departments;US_056;Bir yönetici olarak API baðlantýsý üzerinden support departments'e eriþebilmek istiyorum.;"/api/departments endpoint'ine gecerli authorization bilgileri ile bir GET request gönderildiginde dönen status code'in 200 ve response body'deki remark bilgisinin ""success"" oldugu dogrulanmali.";Medium;;;Backend (API);;;;;;;;;;;;;;;;;;
;;;id(x) olaninin response body'de donen bilgileri (created_at, supports_count, title, id, support_department_id, locale, title) doðrulanmalý.;;;;;;;;;;;;;;;;;;;;;;
;;;"/api/departments endpoint'ine gecersiz (invalid token) authorization bilgileri ile bir GET request gönderildiginde dönen status code'in 401 ve response body'deki message bilgisinin ""Unauthenticated."" oldugu dogrulanmali.";;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;US_057;Bir yönetici olarak API baglantisi üzerinden belirtilen id numarasýna sahip support department'ýn detaylý bilgilerine erisebilmeliyim.;"/api/department/{id} endpoint'ine gecerli authorization bilgileri ve dogru data (id) iceren bir GET request gönderildiginde dönen status code'in 200 ve response body'deki remark bilgisinin ""success"" oldugu dogrulanmali.";Low;;;Backend (API);;;;;;;;;;;;;;;;;;
;;;Response body icindeki list datalarýnýn (id, created_at, title, id, support_department_id, locale, title) içerikleri doðrulanmali.;;;;;;;;;;;;;;;;;;;;;;
